Reference	LeftContext	Pivot	RightContext
HUM_cat-hotel_pol-NEG_tokenise, 1102	， ， 服务 一般 ， 房间 卫生 太	差	， 居然 有 蟑螂 弄 的 我 和 我 老公 身上 满是
HUM_cat-hotel_pol-NEG_tokenise, 1106	， 太小 了 电视 不能 看 ， 服务	差	… 价格 还 可以 ， 位置 也 不错 ， 就是 房间 装修
HUM_cat-hotel_pol-NEG_tokenise, 1116	！ 酒店 实际 的 情况 比 网上 要	差	， 也许 是因为 太远 了 。 而且 前台 价比 协程 还 便宜
HUM_cat-hotel_pol-NEG_tokenise, 1126	什么 时候 了 ， 还 狗眼看人 ， 差差	差	。 入住 了 单人间 ， 房间 不是 非常 小 ， 而是 只能
HUM_cat-hotel_pol-NEG_tokenise, 1135	照坑! 黑心 啊!!! 非常	差	的 服务 ！ ！ ！ ！ 我 和 几个 朋友 约 好
HUM_cat-hotel_pol-NEG_tokenise, 1137	房间 小 而且 脏 呀, 服务态度 也	差	(员工 都 是 上海 人 ， 没有 客人 的 时候 保安
HUM_cat-hotel_pol-NEG_tokenise, 1138	怎么 给 推荐 这种 酒店 呀! 早餐	差	. 设施 陈旧! 咋 都 不值! 在 南阳 ， 现在
HUM_cat-hotel_pol-NEG_tokenise, 1140	洗 淑 用品 包括 毛巾 质量 都 很	差	. 房间 有 一股 味道. 用 我 的 笔记本 上网 时好时坏
HUM_cat-hotel_pol-NEG_tokenise, 1147	50 元 一斤 ， 还少 秤 味道 也	差	一盘 炒 黄瓜 要 18 元 根本 是 露天 排档 的 环境
HUM_cat-hotel_pol-NEG_tokenise, 1148	脱漆 摇晃 了 很 过分 比 以前 要	差	了 ， 一股 味 ， 就 剩到 机场 方便 的 优点 了
HUM_cat-hotel_pol-NEG_tokenise, 1149	剩到 机场 方便 的 优点 了 。 差差	差	！ 一夜 无眠 ， 半夜 就 想 走 了 ！ 床头 的
HUM_cat-hotel_pol-NEG_tokenise, 1159	酒店 服务员 说 的 ） 感觉 酒店 越来越	差	了, 首先 是 取消 了 小车 从 大厅 三楼 到 西楼
HUM_cat-hotel_pol-NEG_tokenise, 1159	空 的, 一次性 的 脱鞋 质量 太	差	, 鞋面 直接 脱线 翻面, 早餐 也 很 糟糕, 是
HUM_cat-hotel_pol-NEG_tokenise, 1161	酒店 的 管理 不 专业 ， 服务 非常	差	， 房间 的 空调 不足 ， 冬天 的 被子 象 夏天 被
HUM_cat-hotel_pol-NEG_tokenise, 1164	以后 可 就 难说 了 ． 服务态度 太	差	！ 早餐 很差 ， check - in 服务 也 差 ， 我
HUM_cat-hotel_pol-NEG_tokenise, 1165	早餐 很差 ， check - in 服务 也	差	， 我 预定 的 无烟 大床 ， 结果 进 房间 发现 是
HUM_cat-hotel_pol-NEG_tokenise, 1169	与 上海 相比 ， 但是 价格便宜 。 隔音	差	， 设施 旧 ， 一大早 来 敲门 问 有没有 衣服 干洗 。
HUM_cat-hotel_pol-NEG_tokenise, 1171	爱理不理 的, 然后 酒店 内部 就 更	差	了, 很大 味道 很 严重 的 发霉 味, 床铺 也
HUM_cat-hotel_pol-NEG_tokenise, 1172	： 另外 这个 酒店 的 配套 设施 简直	差	到极点, 棋牌室 居然 是 3 个 桌子 放在 很小 的 一间
HUM_cat-hotel_pol-NEG_tokenise, 1175	班 。 酒店 前台 的 服务态度 实在 太	差	。 差 的 没话说 了 ， 我 同事 在 这里 吃 了
HUM_cat-hotel_pol-NEG_tokenise, 1176	酒店 前台 的 服务态度 实在 太 差 。	差	的 没话说 了 ， 我 同事 在 这里 吃 了 三次 早餐
HUM_cat-hotel_pol-NEG_tokenise, 1176	千万别 续住 。 前台 的 态度 也 很	差	， 好像 都 欠 了 他们 的 钱 一样 。 空调 声音
HUM_cat-hotel_pol-NEG_tokenise, 1176	虽然 是 正规 出租 但是 素质 都 很	差	， 近距离 就 拒载 ， 远距离 就 绕路 ， 和 青岛 有
HUM_cat-hotel_pol-NEG_tokenise, 1183	满意 ， 很 不 满意 ， 服务 太	差	。 无法 想象 。 唯一 一个 优点 就是 有 免费 班车 。
HUM_cat-hotel_pol-NEG_tokenise, 1185	。 前台 接待 极差 热水 不热 ， 服务态度	差	马马虎虎 马马虎虎 可以 机场 的 过度 酒店 ， 非常 差 是 我
HUM_cat-hotel_pol-NEG_tokenise, 1187	马马虎虎 可以 机场 的 过度 酒店 ， 非常	差	是 我 家住 过 的 最差 的 酒店 ！ 居然 还是 携程
HUM_cat-hotel_pol-NEG_tokenise, 1188	携程 的 推荐 ！ 理由 ： 工作人员 素质	差	。 房间 设备 质量 差 。 早餐 环境 像 闹市 。 因为
HUM_cat-hotel_pol-NEG_tokenise, 1188	： 工作人员 素质 差 。 房间 设备 质量	差	。 早餐 环境 像 闹市 。 因为 是 自驾游 ， 考虑 到
HUM_cat-hotel_pol-NEG_tokenise, 1198	交通 混乱 ， 早餐 品种 少 、 品质	差	， 优胜 之处 是 周边 的 交通 方便 。 天 啊 ，
HUM_cat-hotel_pol-NEG_tokenise, 1205	服务 不太好 ， 一副 爱理不理 的 实在 是	差	啊!! 我 当晚 住 的 是 双人房, 三楼 餐厅
HUM_cat-hotel_pol-NEG_tokenise, 1207	的 优势 吧 。 该 酒点 实在 太	差	, 携程 非常 不 负责, 我花 308 住 豪华 房,
HUM_cat-hotel_pol-NEG_tokenise, 1209	登堂入室 ， 其 保安 工作 质量 是 相当	差	的 ， 客人 的 人身安全 也 时刻 受到 威胁 。 而且 ，
HUM_cat-hotel_pol-NEG_tokenise, 1214	Ｉ Ｐ 也 该 反思 了 。 有点	差	可能 便宜 的 原因 吧 １ 、 服务 很差 。 我订 的
HUM_cat-hotel_pol-NEG_tokenise, 1216	停车 。 不 方便 。 酒店 服务 比较	差	， 前台 态度恶劣 ， 真是 不 建议 出行 入住 ， 还是 应该
HUM_cat-hotel_pol-NEG_tokenise, 1218	不 推荐 住 这家 ， 服务 非常 的	差	， 特别 是 餐厅 短 头发 那个 大姐 太烦人 。 订 的
HUM_cat-hotel_pol-NEG_tokenise, 1226	都 找 不到 ！ 没有 比 这 更	差	的 酒店 了 。 房间 灯光 暗淡 ， 空调 无法 调节 ，
HUM_cat-hotel_pol-NEG_tokenise, 1229	客人 避免 入住 （ 有失身份 ） ， 早餐	差	， 刚 装修 完 ， 走廊 房间 还有 味道 ， 我 爱人
HUM_cat-hotel_pol-NEG_tokenise, 1231	不错, 其他 很 一般, 房间 设施	差	, 房间 太小, 不过 价格 很 便宜, 属于 一般 选择
HUM_cat-hotel_pol-NEG_tokenise, 1248	， 想想 好 也好 不到 哪里 去 ，	差	也 差 不到 哪里 去 ， 但是 到 前台 用 我 的
HUM_cat-hotel_pol-NEG_tokenise, 1248	好 也好 不到 哪里 去 ， 差 也	差	不到 哪里 去 ， 但是 到 前台 用 我 的 卡帮 他
HUM_cat-hotel_pol-NEG_tokenise, 1253	一般 离 地铁站 有点 远 ， 房门 隔音	差	， 地毯 脏 酒店 服务 是 最差 的 ～ 去 办 入住
HUM_cat-hotel_pol-NEG_tokenise, 1261	不 开 。 床上 的 用品 也 很	差	， 被子 也 薄 。 楼上 的 餐厅 超贵 ， 一个 西红柿
HUM_cat-hotel_pol-NEG_tokenise, 1263	周边 太 荒凉 ， 买不到 东西 。 非常	差	， 服务 人员 态度 很 不好 ， 房间 设施 差 ， 隔音
HUM_cat-hotel_pol-NEG_tokenise, 1263	服务 人员 态度 很 不好 ， 房间 设施	差	， 隔音 差 ， 矿泉水 只能 给 2 瓶 ， 黑黑 暗暗
HUM_cat-hotel_pol-NEG_tokenise, 1263	很 不好 ， 房间 设施 差 ， 隔音	差	， 矿泉水 只能 给 2 瓶 ， 黑黑 暗暗 的 大厅 和
HUM_cat-hotel_pol-NEG_tokenise, 1270	不到 五星 水准 。 价格 高 ， 环境	差	， 服务 一般 酒店 比较 一般 ， 隔音 不是 很 好 ，
HUM_cat-hotel_pol-NEG_tokenise, 1275	的 客服 介绍 了 四个 鬼星 前台 服务	差	， 用 客房 打电话 乱收费 ， 订 记入 住 时 前台 服务员
HUM_cat-hotel_pol-NEG_tokenise, 1279	装修 效果 最多值 壹佰 捌 拾 一晚 非常	差	的 服务. 房间 和 床 比较 细小, 双人房 原本 还分
HUM_cat-hotel_pol-NEG_tokenise, 1282	客人 打电话 时候 窃窃私语 。 总之 ， 比较	差	， 以后 坚决 不住 。 预定 的 要求 都 不能 被 满足
HUM_cat-hotel_pol-NEG_tokenise, 1287	繁华 ， 设施 ， 房间 陈旧 酒店 服务	差	的 要死 ， 前台 2 个人 讲话 有气无力 的 ， 非常 不好
HUM_cat-hotel_pol-NEG_tokenise, 1289	有点 疯 。 不会 再 去 了 。	差	， 电话 一直 打 不通 酒店 的 装修 比较 陈旧 ， 房间
HUM_cat-hotel_pol-NEG_tokenise, 1290	隔音 ， 主要 是 卫生间 的 隔音 非常	差	， 只能 算是 一般 的 1 月 7 日 入住 ， 太
HUM_cat-hotel_pol-NEG_tokenise, 1292	走 人 ！ 酒店 服务员 态度 很差 很	差	！ 房间 设施 太旧 ， 周边环境 不好 ！ 再也不会 住 它 了
HUM_cat-hotel_pol-NEG_tokenise, 1300	未 ， 相当 恶心 酒店 个映 效果 太	差	！ 而且 窗户 打开 之后 居然 是 楼道 内 的 广告牌 ，
HUM_cat-hotel_pol-NEG_tokenise, 1305	入住 后 发现 房间 脏 、 乱 、	差	， 前台 服务员 态度 冰冷 ， 号召 大家 抵制 该 酒店 。
HUM_cat-hotel_pol-NEG_tokenise, 1306	只能 在 酒店 里 吃 服务 才 那么	差	吗 。 。 要不是 第二天 的 飞机 绝对 不会 住 这个 酒店
HUM_cat-hotel_pol-NEG_tokenise, 1307	15 元 / 天. 2. 卫生	差	, 房间 地毯 很脏, 一个 一个 不 知道 是 什么 液体
HUM_cat-hotel_pol-NEG_tokenise, 1310	！ 不 知道 什么 协议 ？ 宾馆 比较	差	， 我 估计 是 有 二星 升 到 三星 的 。 硬件
HUM_cat-hotel_pol-NEG_tokenise, 1310	有 二星 升 到 三星 的 。 硬件	差	还 可以 忍受 ， 前台 服务 差 就让 人 难以忍受 了 。
HUM_cat-hotel_pol-NEG_tokenise, 1310	硬件 差 还 可以 忍受 ， 前台 服务	差	就让 人 难以忍受 了 。 前台 的 服务 很差 。 一个 叫
HUM_cat-hotel_pol-NEG_tokenise, 1310	年 12 月 2 日 ： 宾馆 比较	差	， 我 估计 是 有 二星 升 到 三星 的 。 硬件
HUM_cat-hotel_pol-NEG_tokenise, 1310	有 二星 升 到 三星 的 。 硬件	差	还 可以 忍受 ， 前台 服务 差 就让 人 难以忍受 了 。
HUM_cat-hotel_pol-NEG_tokenise, 1310	硬件 差 还 可以 忍受 ， 前台 服务	差	就让 人 难以忍受 了 。 前台 的 服务 很差 。 一个 叫
HUM_cat-hotel_pol-NEG_tokenise, 1310	又 碰到 了 这么 一个 上帝 ， 态度	差	的 你 不敢 想象 ， 好象 我 和 她 有 什么 深仇大恨
HUM_cat-hotel_pol-NEG_tokenise, 1320	接送 机场 ， 住宿 条件 一般 服务 非常	差	， 入住 一个月 都 没有 更换 过 床单 ！ 房间内 连 洗发液
HUM_cat-hotel_pol-NEG_tokenise, 1323	寄 到 国外 去 吗 ？ 服务 非常	差	, 环境 不好 ~ 建议 别去 ~ 提前 一个 星期 就定 好
HUM_cat-hotel_pol-NEG_tokenise, 1328	. 三个 字 ： 脏 、 乱 、	差	！ 房间 里面 看上去 还 可以 ， 但是 仔细 看 ， 很多
HUM_cat-hotel_pol-NEG_tokenise, 1331	。 。 。 。 前台 差得 不能 再	差	的 服务, 简直 就是 日 了 狗 一样 的 经理 和
HUM_cat-hotel_pol-NEG_tokenise, 1332	差到 就 像是 你 妈 炸 了 非常	差	， 下次 肯定 不会 入住 了 ， 强烈建议 各位 不要 住 这个
HUM_cat-hotel_pol-NEG_tokenise, 1332	礼宾 部 的 态度 还 可以 。 硬件	差	， 软件 再 好 也 没用 。 第二天 一 早就 转到 隔
HUM_cat-hotel_pol-NEG_tokenise, 1349	12 楼大床 房, 房间 太小, 隔音	差	, 3 号 换 11 楼 双人间, 淋浴间 下水管 堵塞,
HUM_cat-hotel_pol-NEG_tokenise, 1351	上 特别 脏 。 但是 有 专车接送 。	差	很差 。 。 。 。 。 。 。 。 。 。 。
HUM_cat-hotel_pol-NEG_tokenise, 1356	保持 原样 。 5 、 酒店 早餐 太	差	， 除了 能吃口 稀饭 外 ， 其他 基本 没 东西 可 吃
HUM_cat-hotel_pol-NEG_tokenise, 1356	骚扰电话 打搅 。 7 、 房间 牙具 太	差	， 住 了 3 个 晚上 ， 前 2 个 晚上 的
HUM_cat-hotel_pol-NEG_tokenise, 1361	搬家 了 ， 地理位置 优越 ， 服务 非常	差	， 打扫卫生 不 干净 而且 很 不 及时 。 前台 接待 服务
HUM_cat-hotel_pol-NEG_tokenise, 1361	而且 很 不 及时 。 前台 接待 服务	差	， 结帐 慢 ， 而且 业务 能力差 。 四星级 酒店 停车 居然
HUM_cat-hotel_pol-NEG_tokenise, 1363	不 推荐 入住 ， 鉴定 完毕 ！ 非常	差	， 服务 差 。 房间 比较 大 ， 但 也 很 差
HUM_cat-hotel_pol-NEG_tokenise, 1363	， 鉴定 完毕 ！ 非常 差 ， 服务	差	。 房间 比较 大 ， 但 也 很 差 ， 更 重要
HUM_cat-hotel_pol-NEG_tokenise, 1363	。 房间 比较 大 ， 但 也 很	差	， 更 重要 的 是 临近 铁路 ， 很 吵 ！ 难怪
HUM_cat-hotel_pol-NEG_tokenise, 1386	设施 老久 环境 一般 ， 性价比 不高 太	差	， 根本 不够 四星级 。 我 住 的 是 豪华 大床 房
HUM_cat-hotel_pol-NEG_tokenise, 1392	, 其他 都 一般, 特别 是 隔音	差	的 不能 再差, 对 有 时间 且 喜欢 听 隔壁 做爱
HUM_cat-hotel_pol-NEG_tokenise, 1401	！ 好 可怕 这个 酒店 ， 隔音 太	差	， 都 是 用 木板 隔 的 。 有 纯净 饮用水 口
HUM_cat-hotel_pol-NEG_tokenise, 1403	是 呵呵 了 … … 这家 酒店 有点	差	， 1 ） 登记 大厅 客人 的 座位 一个 也 没有 ，
HUM_cat-hotel_pol-NEG_tokenise, 1403	值得 入住 ， 3 ） 前台 客服 服务	差	。 尼斯 酒店 的 几大 特点 ： 噪音 大 、 环境 差
HUM_cat-hotel_pol-NEG_tokenise, 1404	的 几大 特点 ： 噪音 大 、 环境	差	、 配置 低 、 服务 效率 低 。 如 ： 1 、
HUM_cat-hotel_pol-NEG_tokenise, 1405	提前 退房 的 经验 ， 一个 字 ：	差	1 。 傍晚 开始 宽带 不通 ， 拨 了 几次 电话 ，
HUM_cat-hotel_pol-NEG_tokenise, 1417	旧 啊 。 房间 隔音 比如 家汉庭 还	差	， 房间 和 隔壁 竟然 有个 木门 ， 隔壁 晚上 看电视 到
HUM_cat-hotel_pol-NEG_tokenise, 1417	点 马上 决定 换 酒店 。 差差 差差	差	！ 酒店 除了 地理位置 很 好 之外 其他 都 不行 房间 隔音
HUM_cat-hotel_pol-NEG_tokenise, 1418	很 好 之外 其他 都 不行 房间 隔音	差	卫生间 又 旧 又 脏 下次 再也不会 住 了 交通 方便,
HUM_cat-hotel_pol-NEG_tokenise, 1420	并 不 加以 任何 说明 。 房间 非常	差	， 烟味 混着 老旧 的 臭味 ， 管理混乱 各种 设施 不 到位
HUM_cat-hotel_pol-NEG_tokenise, 1423	餐馆 可以 吃饭 的 没想到 东苑 房间 这么	差	？ ！ 真是 未 评星 。 我定 的 房间 进门 要 抬腿
HUM_cat-hotel_pol-NEG_tokenise, 1423	早餐 品种 还是 不少 ， 比起 以前 还是	差	了 。 楼道 墙上 贴 了 不少 饭店 老板 跟 XXX 军队
HUM_cat-hotel_pol-NEG_tokenise, 1424	不 受 上海 税务局 管辖 吗 ？ 设施	差	旧 。 根本 不值 这个 价钱 还 不 干净 位置 比较 好
HUM_cat-hotel_pol-NEG_tokenise, 1431	呀 ， 前台 服务员 高傲 服务态度 超级 超级	差	。 下次 来 浦东 肯定 不住 这里 。 服务 太差 了 ，
HUM_cat-hotel_pol-NEG_tokenise, 1438	， 下次 不会 再 选择 。 前台 服务	差	， 尤其 是 入住 时 接待 我 的 那位 ， 男性 ，
HUM_cat-hotel_pol-NEG_tokenise, 1438	饭菜 水平 较差 。 价格 贵 、 服务	差	， 看样子 真的 不能 住 了 。 前台 服务 太慢 ， 前台
HUM_cat-hotel_pol-NEG_tokenise, 1444	不 配套 。 说实话 ， 这个 酒店 比较	差	， 去 天津 时 预先 看 了 下 酒店 地址 ， 富蓝特
HUM_cat-hotel_pol-NEG_tokenise, 1452	没有 自己 的 停车场 ， 服务员 态度 太	差	， 携程 太不给力 了 ， 连 着 两年 在 携程 订 酒店
HUM_cat-hotel_pol-NEG_tokenise, 1456	位置 ， 只是 饭店 的 住宿 条件 太	差	， 感觉 已经 开业 很多年 了 ， 但是 从 该 酒店 的
HUM_cat-hotel_pol-NEG_tokenise, 1482	酒店 里算差 ， 比 火车站 那家 168 要	差	。 另外 对 酒店 的 服务 水准 非常 有 质疑 ， 当天
HUM_cat-hotel_pol-NEG_tokenise, 1484	了 ！ ！ ！ 床单 很脏 ， 卫生	差	差 ， 除了 地段 好 ， 其他 都 差 ， 跟 招待所
HUM_cat-hotel_pol-NEG_tokenise, 1485	！ ！ ！ 床单 很脏 ， 卫生 差	差	， 除了 地段 好 ， 其他 都 差 ， 跟 招待所 一样
HUM_cat-hotel_pol-NEG_tokenise, 1485	差 ， 除了 地段 好 ， 其他 都	差	， 跟 招待所 一样 3 楼 是 ktv ， 很 吵 ；
HUM_cat-hotel_pol-NEG_tokenise, 1487	adsl 猫 ， 他? 一个 字 ：	差	！ 设施 差 ， 服务 差 ， 环境 差 。 能 想到
HUM_cat-hotel_pol-NEG_tokenise, 1487	他? 一个 字 ： 差 ！ 设施	差	， 服务 差 ， 环境 差 。 能 想到 的 一切 都
HUM_cat-hotel_pol-NEG_tokenise, 1487	字 ： 差 ！ 设施 差 ， 服务	差	， 环境 差 。 能 想到 的 一切 都 差 ！ ！
HUM_cat-hotel_pol-NEG_tokenise, 1487	！ 设施 差 ， 服务 差 ， 环境	差	。 能 想到 的 一切 都 差 ！ ！ ！ ！ ！
HUM_cat-hotel_pol-NEG_tokenise, 1487	环境 差 。 能 想到 的 一切 都	差	！ ！ ！ ！ ！ 这次 的 感觉 一点 也 不好 ，
HUM_cat-hotel_pol-NEG_tokenise, 1497	， 绝对 不会 再 来 ！ 房价 也	差	， 服务 也 真差 ， 前台 个个 苦瓜脸 ， 比 快捷酒店 还
HUM_cat-hotel_pol-NEG_tokenise, 1498	最烂 的 酒店 了, 比 招待所 还	差	, 外观 看起来 还好, 一 进去 吓一跳, 箱子 只能 往床
HUM_cat-hotel_pol-NEG_tokenise, 1498	, 厕所 也 看起来 恐怖! 反正 就是	差	, 差, 差! 幸亏 只定 了 一天, 连澡 都
HUM_cat-hotel_pol-NEG_tokenise, 1498	也 看起来 恐怖! 反正 就是 差,	差	, 差! 幸亏 只定 了 一天, 连澡 都 没洗,
HUM_cat-hotel_pol-NEG_tokenise, 1498	恐怖! 反正 就是 差, 差,	差	! 幸亏 只定 了 一天, 连澡 都 没洗, 第 2
HUM_cat-hotel_pol-NEG_tokenise, 1501	！ 不是 因为 近 也 不会 住 ！	差	！ 我 每次 从 合肥 回 台湾 前一晚 为 搭机 方便 而
HUM_cat-hotel_pol-NEG_tokenise, 1502	住 了 五次 该店, 一次 比 一次	差	, check in 速度 之慢, 职员 还 互相 聊天. 房间
HUM_cat-hotel_pol-NEG_tokenise, 1502	房间 照明 远远 不足, 网速慢, 态度	差	, 浴室 连 淋浴间 都 省 了 ， 只 剩 一块 帘子
HUM_cat-hotel_pol-NEG_tokenise, 1506	， 住 过 一次 ， 又 没窗 隔音	差	又 压抑 早餐 还 差 ， 要不是 要 在 附近 办事 不会
HUM_cat-hotel_pol-NEG_tokenise, 1506	又 没窗 隔音 差 又 压抑 早餐 还	差	， 要不是 要 在 附近 办事 不会 预定 ， 以后 都 不会
HUM_cat-hotel_pol-NEG_tokenise, 1513	， 品种 少 的 可怜 （ 比 三星	差	很多 ） ， 比如 牛奶 只能 说 是 有 牛奶 味 的
HUM_cat-hotel_pol-NEG_tokenise, 1518	酒店 太 差劲 了 。 评价 ： 服务态度	差	、 房间 差 、 没 停车场 … … 反正 一切 都 糟糕透顶
HUM_cat-hotel_pol-NEG_tokenise, 1518	了 。 评价 ： 服务态度 差 、 房间	差	、 没 停车场 … … 反正 一切 都 糟糕透顶 ， 第二天 立马
HUM_cat-hotel_pol-NEG_tokenise, 1524	浴室 设备 也 坏掉 ， 服务 也 很	差	。 因为 到 的 比较 晚 ， 入住 已经 差不多 11 点钟
HUM_cat-hotel_pol-NEG_tokenise, 1531	用 身份证 登记 入住 ， 扯淡 ！ 服务态度	差	管理 差 住 两个 晚上 原价 入住 599 住 两晚 最后 付费
HUM_cat-hotel_pol-NEG_tokenise, 1531	登记 入住 ， 扯淡 ！ 服务态度 差 管理	差	住 两个 晚上 原价 入住 599 住 两晚 最后 付费 2 千多
HUM_cat-hotel_pol-NEG_tokenise, 1534	最 贵 最好 的 ， 性价比 实在 太	差	。 一般 ， 早餐 是 不让 人 喜欢 的 ， 。 。
HUM_cat-hotel_pol-NEG_tokenise, 1536	的 ， 。 。 房间 卫浴 水准 太	差	， 面盆 的 下水 是 坏 的 ， 居然 要用 手去 把
HUM_cat-hotel_pol-NEG_tokenise, 1537	， 没法 住 。 ctrip 不该 签 这么	差	的 房间 。 换 了 豪华 标间 后 ， 还 可以 。
HUM_cat-hotel_pol-NEG_tokenise, 1547	贵 ， 但 实在 是 一般 。 给	差	评不大 好意思 ， 一分 加 给 周边 外卖 吧 ， 很 方便
HUM_cat-hotel_pol-NEG_tokenise, 1548	， 孩子 脸上 干 的 起皮 ！ 非常	差	的 酒店 ， 住 的 是 高级 房 ， 每天 都 有
HUM_cat-hotel_pol-NEG_tokenise, 1548	会 有 。 汗! 前台 服务 也	差	， 所住 楼层 上 一层 装修 ， 到 晚 9 点 仍然
HUM_cat-hotel_pol-NEG_tokenise, 1548	管不了 ， 说 就 这样 。 总之 ，	差	到极点 的 一家 三星级 酒店 。 怎么 没 人 考核 他们!
HUM_cat-hotel_pol-NEG_tokenise, 1549	点 暖风 真不容易 啊 5. 饭菜 质量	差	。 18 一位 的 自助 午餐 ， 要 了 一份 猪蹄 ，
HUM_cat-hotel_pol-NEG_tokenise, 1551	就 能 摆平 的 事情. 早餐 太	差	， 没有 窗 比 以前 差 了 很多 这种 酒店 如果 也
HUM_cat-hotel_pol-NEG_tokenise, 1552	早餐 太 差 ， 没有 窗 比 以前	差	了 很多 这种 酒店 如果 也 算 3 星级 酒店 的话 ，
HUM_cat-hotel_pol-NEG_tokenise, 1554	房间 有 很 重 的 气味 ， 卫生间	差	， 真 怀疑 打扫 没 。 洗澡水 小 ， 可能 榜上 上航
HUM_cat-hotel_pol-NEG_tokenise, 1558	早餐 无法 吃 ， 餐具 脏 ， 食物	差	。 在 酒店 的 一家 旅行社 也 很 不 正规 。 第二天
HUM_cat-hotel_pol-NEG_tokenise, 1558	正规 。 第二天 立刻 走 人 ， 心情	差	。 补充 点评 2007 年 10 月 8 日 ： 当然 服务生
HUM_cat-hotel_pol-NEG_tokenise, 1558	月 8 日 ： 当然 服务生 也 很	差	地板 是 我 住 过 最赃 的 ， 没有 之一 被套 上
HUM_cat-hotel_pol-NEG_tokenise, 1560	， 噪音 太大 了 前台 服务员 服务态度 太	差	， 酒店 登记处 连坐 的 地方 都 没有 ， 有 座位 处
HUM_cat-hotel_pol-NEG_tokenise, 1562	地方 少 电话 是 坏 的 隔音 效果	差	房间 陈旧 ， 水壶 换 两次 才 可以 烧水 ， 周边 吃饭
HUM_cat-hotel_pol-NEG_tokenise, 1572	照片 与 实际 不符 房间 有 异味 服务态度	差	， 设施 陈旧 ， 离 机场 候机楼 车程 绝不 是 5 -
HUM_cat-hotel_pol-NEG_tokenise, 1575	入住 的 。 无 网络 无法 上 太	差	这家 酒店 以前 未 觉得 有 什么 ， 最近 入住 两次 非常
HUM_cat-hotel_pol-NEG_tokenise, 1577	信任度 也 大打折扣 。 了 。 住 过	差	的 ， 但 没有 住 过 这么 差 的 ！ ！ 昨晚
HUM_cat-hotel_pol-NEG_tokenise, 1577	差 的 ， 但 没有 住 过 这么	差	的 ！ ！ 昨晚 00 ： 00 ， 一 少妇 在 里面
HUM_cat-hotel_pol-NEG_tokenise, 1579	配套 较差 ， 适合 短时 居住 酒店 实在	差	， 房间 又 小 又 脏 ， 卫生间 环境 太 差 ，
HUM_cat-hotel_pol-NEG_tokenise, 1579	又 小 又 脏 ， 卫生间 环境 太	差	， 整个 酒店 有点像 马路边 上 的 招待所 。 实在 比较 差
HUM_cat-hotel_pol-NEG_tokenise, 1580	有点像 马路边 上 的 招待所 。 实在 比较	差	的 酒店 ， 强烈 不 推荐 ！ CTRIP 现在 也 越来越 不象话
HUM_cat-hotel_pol-NEG_tokenise, 1587	（ 门 头 ） 很小 ， 形象 比较	差	； 服务 和 卫生 基本 是 经济型 酒店 水平 。 携程 应
HUM_cat-hotel_pol-NEG_tokenise, 1597	美的 泰山, 竟然 配套 的 服务业 这么	差	, 这么 低 标准, 真是 难以 理解!!!!
HUM_cat-hotel_pol-NEG_tokenise, 1598	种类 也 太少 。 2: 网络 太	差	， 在 房间 里 连 视频 都 打不开 。 垃圾 中 的
HUM_cat-hotel_pol-NEG_tokenise, 1600	嘎吱 嘎 的 声音 ， 房间 隔音 太	差	， 赠送 的 早餐 非常 好吃 。 补充 点评 2008 年 7
HUM_cat-hotel_pol-NEG_tokenise, 1610	真的 认为 这是 一个 骗局 。 房间 太	差	, 电梯 爱坏, 差点 被 锁 在 电梯 里 出不来,
HUM_cat-hotel_pol-NEG_tokenise, 1610	考虑 其他 经济型 酒店, 如 家 越来越	差	了. 前几次 入住 此 酒店 的 舒适 感觉 使 我 认为
HUM_cat-hotel_pol-NEG_tokenise, 1615	， 接驳 车到 机场 10 分钟 房间 太	差	， 外面 就是 立交桥 ， 吵 的 很 ， 房 内脏 ，
HUM_cat-hotel_pol-NEG_tokenise, 1617	安全 。 对 这样 的 服务态度 和 这样	差	的 信誉 ， 实在 让 我 对 “ 如 家 ” 的
HUM_cat-hotel_pol-NEG_tokenise, 1619	就 可以 用 一个 字 概括 就是 “	差	” 太 horrible 了 ， 前台 的 态度 及其 恶劣 （ 但
HUM_cat-hotel_pol-NEG_tokenise, 1626	房间 太烂 。 服务 一般 。 地点 也	差	。 房间 小 ， 卫生间 小 ， 居然 还是 蹲 便 。
HUM_cat-hotel_pol-NEG_tokenise, 1628	但是 却 比 差不多 同 价格 的 酒店	差	！ 比如 朗庭贵 一两百 但是 各 方面 都 好 太 多 了
HUM_cat-hotel_pol-NEG_tokenise, 1633	以后 也 不会 住 锦江 之星 了 。	差	， 房间 怎么样 我 不 清楚 。 是 给 客人 订 的
HUM_cat-hotel_pol-NEG_tokenise, 1643	！ 可恶 到 极 ！ 一个 字 ：	差	、 差 、 差 ， 态度 差 到极点 。 我们 从 7
HUM_cat-hotel_pol-NEG_tokenise, 1643	到 极 ！ 一个 字 ： 差 、	差	、 差 ， 态度 差 到极点 。 我们 从 7 月 22
HUM_cat-hotel_pol-NEG_tokenise, 1643	！ 一个 字 ： 差 、 差 、	差	， 态度 差 到极点 。 我们 从 7 月 22 日住 到
HUM_cat-hotel_pol-NEG_tokenise, 1643	： 差 、 差 、 差 ， 态度	差	到极点 。 我们 从 7 月 22 日住 到 7 月 27
