Reference	LeftContext	Pivot	RightContext
HUM_cat-hotel_pol-POS_tokenise, 748	方便 的. 2 月底 去 的 ，	酒店	古色古香 ， 房间 也 不错 ， 卫生间 很大 ， 可是 冲淋房 里面
HUM_cat-hotel_pol-POS_tokenise, 748	非常 享受 的 事 。 还有 ， 在	酒店	买 湿地 公园 的 门票 可以 打折 。 我们 去 的 时候
HUM_cat-hotel_pol-POS_tokenise, 750	， 适合 情侣 和 夫妻 ~ ~ 。	酒店	房间 不错, 还有 厨房, 就是 大堂 小 了 点.
HUM_cat-hotel_pol-POS_tokenise, 751	黄金周 出行 第一站 ， 27 日 金华 。	酒店	大厅 确如 楼下 所 言 ， 大而无当 ， 亦 不够 明亮 ，
HUM_cat-hotel_pol-POS_tokenise, 751	走南闯北 的 行走 族 来说 足矣 ！ 而且	酒店	还是 浙江省 旅游局 《 自驾车 旅游 服务 定点 单位 》 。 在
HUM_cat-hotel_pol-POS_tokenise, 751	有 机会 我 还 会 再 住 这家	酒店	。 6 月 7 、 8 住 了 2 天 ， 已经
HUM_cat-hotel_pol-POS_tokenise, 753	会 来 住 的 环境 非常 好 的	酒店	, 由于 是 工作日 去 的 关系, 人 很少, 往
HUM_cat-hotel_pol-POS_tokenise, 753	左右 就是 一个 水库, 非常 幽静.	酒店	的 房间 很大, 住 的 是 标 C 房, 晚上
HUM_cat-hotel_pol-POS_tokenise, 753	也 是 温泉水, 用 木桶 泡,	酒店	提供 一次性 塑料袋, 很 周到. 在 酒店 吃 了 一顿
HUM_cat-hotel_pol-POS_tokenise, 753	提供 一次性 塑料袋, 很 周到. 在	酒店	吃 了 一顿 晚饭, 4 个人 300 多, 感觉 和
HUM_cat-hotel_pol-POS_tokenise, 754	拥挤 但 功能 也 算 完备, 感觉	酒店	的 机场 接送 服务 很 好, 虽然 一路上 被 数次 颠醒
HUM_cat-hotel_pol-POS_tokenise, 758	还好. 非常 喜欢 上海 的 FOUR SEASONS	酒店	的 工作人员 素质 相当 高 ， 什么 都 想 在 客人 前面
HUM_cat-hotel_pol-POS_tokenise, 758	在 客人 前面 ， 不愧 是 五星级 的	酒店	， 各 副 其实 。 与 上海 许多 非常 著名 的 全球
HUM_cat-hotel_pol-POS_tokenise, 758	许多 非常 著名 的 全球 知名 的 五星级	酒店	相比 ， 其 服务 与 设施 都 算是 很 好 的 。
HUM_cat-hotel_pol-POS_tokenise, 758	另外 ， 今年冬天 入住 的 时候 ， 发现	酒店	提供 的 沐浴 及 护肤 产品 是 欧舒丹 的 呢 地理位置 越来越
HUM_cat-hotel_pol-POS_tokenise, 760	。 能 在 吉林市 找到 的 最好 的	酒店	了 。 入住 和 退房 的 速度 还 可以 。 房间 状况
HUM_cat-hotel_pol-POS_tokenise, 765	下次 有 机会 可能 还来 第一次 入住 此	酒店	， 订房间 前 看到 大家 的 点评 ， 说 是 早餐 好吃
HUM_cat-hotel_pol-POS_tokenise, 766	较大 的 休息 空间 。 中规中矩 的 五星级	酒店	， 但 酒店 双人房 床较 小 ， 其他 还 可以 ， 毕竟
HUM_cat-hotel_pol-POS_tokenise, 766	空间 。 中规中矩 的 五星级 酒店 ， 但	酒店	双人房 床较 小 ， 其他 还 可以 ， 毕竟 也 是 连锁
HUM_cat-hotel_pol-POS_tokenise, 766	其他 还 可以 ， 毕竟 也 是 连锁	酒店	。 另外 ， 酒店 的 大堂 确实 有些 气势 ！ 房间 感觉
HUM_cat-hotel_pol-POS_tokenise, 766	毕竟 也 是 连锁 酒店 。 另外 ，	酒店	的 大堂 确实 有些 气势 ！ 房间 感觉 很 上海 化 ，
HUM_cat-hotel_pol-POS_tokenise, 767	也 不错 ， 是 个 标准 的 四星	酒店	。 只是 周边环境 不是 特别 的 优雅 ， 如果 只是 对 房间
HUM_cat-hotel_pol-POS_tokenise, 767	地方 ， 可以 在 那边 用餐 ， 因为	酒店	内部 中餐 和 西餐 味道 都 不 尽如人意 ， 西餐 分量 少
HUM_cat-hotel_pol-POS_tokenise, 767	要 放 酱油 ， 包括 炒饭 在内 。	酒店	人员素质 感觉 亲和力 有待 改进 ， 有时候 给 人 一种 冷冰冰 的
HUM_cat-hotel_pol-POS_tokenise, 767	是 找 不到 免费 的 服务 的 。	酒店	背后 就是 个 中学 ， 有时候 会 感觉 有点 吵闹 ， 而且
HUM_cat-hotel_pol-POS_tokenise, 767	， 而且 现在 中学 旁边 有 工地 面对	酒店	在 施工 。 这个 五一 在 张家界 这个 美丽 的 山区 度过
HUM_cat-hotel_pol-POS_tokenise, 768	度过 ， 住 在 了 湘 电 国际	酒店	， 留下 了 深刻 的 印象 。 使得 我 不得不 在 这里
HUM_cat-hotel_pol-POS_tokenise, 768	说 服务 ： 1. 有 专门 的	酒店	车到 机场 接 ， 开始 我 以为 是 类似 过去 的 酒店
HUM_cat-hotel_pol-POS_tokenise, 768	， 开始 我 以为 是 类似 过去 的	酒店	机场 专用 的 穿梭 接驳 车 ， 结果 到 了 才 知道
HUM_cat-hotel_pol-POS_tokenise, 768	车 ， 结果 到 了 才 知道 ，	酒店	是 专门 的 车 专属 服务 的 。 感谢 司机 帅哥 宋
HUM_cat-hotel_pol-POS_tokenise, 768	真的 很 感恩 。 2. 到 了	酒店	， 很晚 了 ， 感谢 酒店 的 销售 专员 彭小姐 专门 的
HUM_cat-hotel_pol-POS_tokenise, 768	到 了 酒店 ， 很晚 了 ， 感谢	酒店	的 销售 专员 彭小姐 专门 的 等候 。 顺便 说 一声 ，
HUM_cat-hotel_pol-POS_tokenise, 768	。 顺便 说 一声 ， 我 发现 这个	酒店	的 美女 很 养眼 ， 销售 专员 美女 ， 前台 的 小妹
HUM_cat-hotel_pol-POS_tokenise, 768	很 美的 山色 ， 一赞 ！ 2.	酒店	的 园林式 景观 ， 很棒 ！ 一赞 ！ 3. 西式早餐 显得
HUM_cat-hotel_pol-POS_tokenise, 768	的 鸡汤 了 ！ 强烈推荐 ！ 4.	酒店	可以 办理 多日 入园 证件 ， 张家界 的 门票 是 两日 进山
HUM_cat-hotel_pol-POS_tokenise, 768	了 。 然后 说点 美中不足 ： 1.	酒店	应该 是 新装修 ， 房间 有点 装修 的 味道 。 2.
HUM_cat-hotel_pol-POS_tokenise, 768	洗手间 略显 小 了 一点 。 3.	酒店	的 娱乐 设施 大多 没有 开业 ， 甚憾 ！ 总之 ， 强烈推荐
HUM_cat-hotel_pol-POS_tokenise, 768	开业 ， 甚憾 ！ 总之 ， 强烈推荐 这个	酒店	。 特别 喜欢 房间 里 的 床 ， 睡觉 非常 舒服 。
HUM_cat-hotel_pol-POS_tokenise, 769	的 床 ， 睡觉 非常 舒服 。 但	酒店	周围环境 不好 ， 特别 是 很 难 叫 到 车 ， 足足
HUM_cat-hotel_pol-POS_tokenise, 769	年 11 月 9 日 ： 不 喜欢	酒店	周围 的 环境, 很 乱 很脏 ， 但 老外 特别 喜欢
HUM_cat-hotel_pol-POS_tokenise, 770	主动 ， 押金 是 我 住 过 的	酒店	里 最高 的 ， 大堂 主管 很 好 ， 现在 没 带够
HUM_cat-hotel_pol-POS_tokenise, 771	签 了 个 字 ， 舒心 因 这	酒店	不 在 市区, 所以 总体 服务 环境 还 可以, 但
HUM_cat-hotel_pol-POS_tokenise, 772	的 餐厅 有点 贵 了. 海底 世界	酒店	整体 环境 不错 ， 一个 很 雅致 的 庭院 ， 比较 安静
HUM_cat-hotel_pol-POS_tokenise, 772	且 在 亚龙湾 算是 个 相对 便宜 的	酒店	， 我 住 的 是 豪华 单人间 ， 2 米 的 大床
HUM_cat-hotel_pol-POS_tokenise, 772	， 还有 个 阳台 ， 与 环球 城	酒店	紧 挨着 ， 服务 也 挺 好 ， 由于 没有 电梯 ，
HUM_cat-hotel_pol-POS_tokenise, 772	好 ， 只有 一点 不太 满意 ， 就是	酒店	提供 的 海底 世界 半潜 观光 船 游览 买一送一 服务 ， 我
HUM_cat-hotel_pol-POS_tokenise, 774	这家 的 服务 达到 4 、 5 星级	酒店	水平 ， 很 亲切 ， 也 很 主动 。 从 房间 能
HUM_cat-hotel_pol-POS_tokenise, 774	早餐 （ 也 已 含 ） 是 在	酒店	的 天台 餐厅 用餐 ， 是 西式 为主 ， 我们 没 时间
HUM_cat-hotel_pol-POS_tokenise, 774	大漠 的 星星 ， 感觉 非常 不错 。	酒店	算是 在 郊区 ， 但 其实 就 离 市区 3 公里 ，
HUM_cat-hotel_pol-POS_tokenise, 774	倒 是 有 辆 3 路 公交车 在	酒店	门口 有 站 ， 每 5 分钟 一趟 ， 10 分钟 就
HUM_cat-hotel_pol-POS_tokenise, 775	不过 免费 的 ， 就 没太多 要求 。	酒店	虽然 有点 旧 ， 房间 也 不大 ， 但 贵在 干净 ，
HUM_cat-hotel_pol-POS_tokenise, 775	小型 桶装水 ， 非常 方便 ， 不像 很多	酒店	那样 ， 非得 自己 烧来 喝 。 酒店 给 我 印象 最深
HUM_cat-hotel_pol-POS_tokenise, 775	酒店 那样 ， 非得 自己 烧来 喝 。	酒店	给 我 印象 最深 的 是 大 门外 的 一位 有 络腮胡子
HUM_cat-hotel_pol-POS_tokenise, 776	幺 小 的 地方 有 这么 好 的	酒店	， 真的 不错 ， 定 的 是 豪华 标间 ， 房间 很大
HUM_cat-hotel_pol-POS_tokenise, 779	应该 要求 有 比较 好 的 价格政策 的	酒店	很 干净 ， 服务 不错 ， 所以 决定 今晚 再次 来 入住
HUM_cat-hotel_pol-POS_tokenise, 779	多次 选择 国宾 大酒店 入住 ， 并 对	酒店	予以 认可 。 我们 将 一如 即往 ， 以 优质 的 服务
HUM_cat-hotel_pol-POS_tokenise, 780	光临 ！ 第二次 入住 ， 蛮 好 的	酒店	。 总的来说 。 在 国内 算 不错 的 公寓式 酒店 。 开始
HUM_cat-hotel_pol-POS_tokenise, 780	总的来说 。 在 国内 算 不错 的 公寓式	酒店	。 开始 看 了 2005 年 的 几位 朋友 的 评价 ，
HUM_cat-hotel_pol-POS_tokenise, 781	下次 再 来 的话 ， 还会 选择 这个	酒店	。 只是 希望 宽带 能 一直 免费 ！ 1. 装修 还
HUM_cat-hotel_pol-POS_tokenise, 782	1. 装修 还 不错 ， 但是 整个	酒店	感觉 不 大气 2. 除了 电视 越显 小气 ， 房间 总体
HUM_cat-hotel_pol-POS_tokenise, 782	还 舒适 ， 隔音 不错 ， 不像 圣庭苑	酒店	世纪 楼 ， 晚上 睡觉 都 能 听到 隔壁 抽水马桶 的 声音
HUM_cat-hotel_pol-POS_tokenise, 783	地方 是 收银 ， 在 湛江 住 别的	酒店	check - out 时 都 得 等 查房 ， 看 有没有 消费
HUM_cat-hotel_pol-POS_tokenise, 783	授权 都 没用 。 本 以为 这里 五星级	酒店	不会 那样 ， 哪 知道 住客 说 的话 在 这里 还是 不
HUM_cat-hotel_pol-POS_tokenise, 784	偷偷 在 打瞌睡...... 呵呵 不错 的	酒店	, 环境 很 好, 服务态度 也 很 好, 下次 有
HUM_cat-hotel_pol-POS_tokenise, 785	下次 有 机会 应该 还是 会 入住 的	酒店	的 位置 很 好, 就 在 市中心, 杭百和银泰 边上 ，
HUM_cat-hotel_pol-POS_tokenise, 785	在 高处 看到 大半个 西湖 。 只是 可能	酒店	建成 时间 较久 ， 房间 里 的 设施 较 陈旧 ， 卫生间
HUM_cat-hotel_pol-POS_tokenise, 785	年 7 月 29 日 ： 感谢您 对	酒店	的 支持 ， 我们 会 对 设施 设备 逐步 加以改进 ， 酒店
HUM_cat-hotel_pol-POS_tokenise, 785	我们 会 对 设施 设备 逐步 加以改进 ，	酒店	欢迎您 再次 入住 。 在 沙区 算是 很 好 的 了.
HUM_cat-hotel_pol-POS_tokenise, 787	好 的 地段 可以 租到 那么 便宜 的	酒店	公寓 ， 真是 物超所值 ！ 赞 一个 宾馆 反馈 2008 年 8
HUM_cat-hotel_pol-POS_tokenise, 789	自助 早餐 的 价格 偏高 。 入住 这家	酒店	是 在 很 急迫 的 情况 下 ， 因为 原先 定 的
HUM_cat-hotel_pol-POS_tokenise, 789	联系 携程 ， 在 10 分钟 后 到达	酒店	并且 搞定 入住 ， 在 这点 上 真的 让 我 很 喜欢
HUM_cat-hotel_pol-POS_tokenise, 789	真的 让 我 很 喜欢 ctrip. 这家	酒店	的 大堂 并 不算 出彩 ， 不过 进入 房间 后 ， 发现
HUM_cat-hotel_pol-POS_tokenise, 789	后来 据 当地 司机 说 ， 香格里拉 的	酒店	价格 是 可以 谈 的 ， 散客 最低 可以 拿到 280 /
HUM_cat-hotel_pol-POS_tokenise, 792	觉得 文津 的 服务态度 更好 一点 ， 出	酒店	门 的 的 时候 门童 可真 热情 环境 还 算 可以 ，
HUM_cat-hotel_pol-POS_tokenise, 793	可以 接受 的 ， 在 南三环 这样 的	酒店	还 不错 了 。 本次 入住 的 是 豪华 房, 床
HUM_cat-hotel_pol-POS_tokenise, 796	很 重 ， 有待 改进 ！ 入住 此	酒店	： 软件 及 硬件 比较 好 ， 价格合理 。 但 停车 的
HUM_cat-hotel_pol-POS_tokenise, 796	。 但 停车 的 车库 不能 直接 进入	酒店	， 要出 车库 从 正门 进入 ， 不是 很 方便 。 不过
HUM_cat-hotel_pol-POS_tokenise, 797	汗 啊 是 真的 多, 所以 希望	酒店	能 考虑 到 每个 客人 的 习惯 问题 不 一样, 如有
HUM_cat-hotel_pol-POS_tokenise, 798	, 所以 希望 能 改正. 花园式 的	酒店	， 在 城中 ， 有点 旧 ， 但 靠 花园 的 房间
HUM_cat-hotel_pol-POS_tokenise, 799	花园 的 房间 不错 ！ 非常 不错 的	酒店	， 虽然 不是 在 处在 市中心 ， 但是 离 钟楼 、 鼓楼
HUM_cat-hotel_pol-POS_tokenise, 799	可以 坐公车 606 路 ， 车站 就 在	酒店	对面 。 酒店 环境 不错 ， 房间 很 干净 ， 工作人员 服务
HUM_cat-hotel_pol-POS_tokenise, 799	路 ， 车站 就 在 酒店 对面 。	酒店	环境 不错 ， 房间 很 干净 ， 工作人员 服务 也 比较 好
HUM_cat-hotel_pol-POS_tokenise, 805	预定 还 送 了 早餐 ， 很 划算	酒店	房间 比较 大 （ 行政 楼层 ） ， 但是 没有 早餐 ，
HUM_cat-hotel_pol-POS_tokenise, 806	偏高 ， 大堂 的 快餐 很 难吃 。	酒店	周围 风景 很 好 ， 在 江边 散步 很 惬意 。 但是
HUM_cat-hotel_pol-POS_tokenise, 806	挺 热情 的 ， 我们 去 的 当天	酒店	有 2 个大团 生意 ， 但是 对 我们 散客 还是 能够 比较
HUM_cat-hotel_pol-POS_tokenise, 807	。 在 哪 打车 ， 都 知道 这个	酒店	。 卫生 很 好 ， 早餐 一般 ， 不过 很 便宜 ，
HUM_cat-hotel_pol-POS_tokenise, 809	的 是 “ 亲子 套票 ” 。 该	酒店	的 硬件 很 好 ！ 房间 的 东西 很 新 ， 而且
HUM_cat-hotel_pol-POS_tokenise, 809	建议 大家 在 出发 前多花点 时间 打电话 和	酒店	预先 沟通 ， 就 会 减少 麻烦 ！ 还 能 免费 升级
HUM_cat-hotel_pol-POS_tokenise, 811	感谢您 选择 北京 洋桥 大厦 。 沈阳市政府 的	酒店	， 比较 大气 ， 交通 便利 ， 出门 往 左 就是 北陵
HUM_cat-hotel_pol-POS_tokenise, 812	还是 在 朋友 的 教唆 下定 了 这家	酒店	。 刚到 敦煌 时才 发现 在 如此 小 的 城市 中 无所谓
HUM_cat-hotel_pol-POS_tokenise, 812	还 可以 ， 比 九寨沟 的 同 级别	酒店	好多 了 。 而且 这里 和 北京 一样 也 有 数字电视 了
HUM_cat-hotel_pol-POS_tokenise, 813	了 。 订 的 标房 没 了 ，	酒店	给 免费 升到 了 套房 。 有点 老旧 ， 卫生间 小 。
HUM_cat-hotel_pol-POS_tokenise, 817	多次 了 ， 基本上 都 住 在 这家	酒店	。 给 我 的 感觉 非常 好 ， 房间 很 干净 ，
HUM_cat-hotel_pol-POS_tokenise, 817	太 多 了 。 下次 来 苏州 这家	酒店	是 首先 。 说 了 好 的 ， 再说 不好 的 。
HUM_cat-hotel_pol-POS_tokenise, 818	遇到 客人 也 会 问好 ； 晚上 在	酒店	吃 烧烤 ， 服务 也 不错 。 总的来说 ， 酒店 的 环境
HUM_cat-hotel_pol-POS_tokenise, 818	烧烤 ， 服务 也 不错 。 总的来说 ，	酒店	的 环境 和 海滨浴场 都 不错 ， 泳池 造型 很 美 ，
HUM_cat-hotel_pol-POS_tokenise, 818	味道 实在 不敢恭维 ， 作为 一个 老 五星	酒店	， 房间 设施 陈旧 可以 理解 ， 更新 起来 成本 过高 ，
HUM_cat-hotel_pol-POS_tokenise, 818	星级 相配 。 另外 ， 北京 的 五星	酒店	都 会 在 入住 的 第一天 送 水果 ， 甚至 蜈支洲岛 上
HUM_cat-hotel_pol-POS_tokenise, 818	吧 ， 建议 亚太 考虑一下 。 总的来说 ，	酒店	还是 很 舒服 ， 给 我们 留下 了 比较 好 的 印象
HUM_cat-hotel_pol-POS_tokenise, 821	开元 回来, 是 个 挺不错 的 度假	酒店	。 酒店 里 所有 的 员工 包括 清洁工 阿姨 都 会 很
HUM_cat-hotel_pol-POS_tokenise, 821	, 是 个 挺不错 的 度假 酒店 。	酒店	里 所有 的 员工 包括 清洁工 阿姨 都 会 很 礼貌 地
HUM_cat-hotel_pol-POS_tokenise, 821	跟 你 打招呼 ， 感觉 特 亲切 ，	酒店	服务 也 很 好 。 跟 亚龙湾 希尔顿 有点像 ， 只是 规模
HUM_cat-hotel_pol-POS_tokenise, 821	， 已经 是 一家 很 不错 的 度假	酒店	了 。 中餐厅 不错 ， 是 个 性价比 挺 高 的 五星
HUM_cat-hotel_pol-POS_tokenise, 822	再 来 。 哈哈 ！ 多年 入住 此	酒店	， 主要 是 服务 和 地理位置 好 。 但 房间 和 设施
HUM_cat-hotel_pol-POS_tokenise, 823	才行 ， 否则 性价比 不高 我 喜欢 这家	酒店	, 很多年 前住 过, 后来 又 住 过 其他 的 酒店
HUM_cat-hotel_pol-POS_tokenise, 823	过, 后来 又 住 过 其他 的	酒店	, 感觉 还是 这家 好. 觉得 它 性价比 都 不错.
HUM_cat-hotel_pol-POS_tokenise, 823	, 但 如果 你 愿意 等, 有	酒店	提供 的 免费 巴士, 30 分钟 一班 到 尖 沙嘴,
HUM_cat-hotel_pol-POS_tokenise, 826	总体 来说 值得 下 一次 再 来 ！	酒店	地点 确实 比较 偏 ， 但是 的士 司机 都 还好 找到 ，
HUM_cat-hotel_pol-POS_tokenise, 826	， 但是 的士 司机 都 还好 找到 ，	酒店	门脸 太小 气 ， 确实 不太 适合 见 客户 ； 房间 比
HUM_cat-hotel_pol-POS_tokenise, 827	灯火 较近 ， 去 就餐 较 方便 。	酒店	早餐 不是 很 丰富 ， 房间 设施 尚可 ， 标准 房无 矿泉水
HUM_cat-hotel_pol-POS_tokenise, 831	， 算是 美中不足 的 一点 缺憾 吧 。	酒店	因为 装修 时间 不 长 ， 设施 还是 不错 ， 但 4
HUM_cat-hotel_pol-POS_tokenise, 831	， 设施 还是 不错 ， 但 4 星	酒店	居然 没有 吹风机 ！ 头天 晚上 问过 前台 说 24 小时 结帐
HUM_cat-hotel_pol-POS_tokenise, 832	床 和 枕头 偏软 ， 床较 短 。	酒店	的 隔音 不是 很 好 ， 走廊 里 的 声音 及 隔壁
HUM_cat-hotel_pol-POS_tokenise, 833	没有 房间 了. 只好 升级. 最后	酒店	没有 收 升级 的 钱. 但是 还是 很 不 愉快.
HUM_cat-hotel_pol-POS_tokenise, 833	. 但是 还是 很 不 愉快. 不过	酒店	是 不错 的. 万豪 的 管理 不错. 大概 初六 、
HUM_cat-hotel_pol-POS_tokenise, 834	大概 初六 、 初七 的 时候 入住 ，	酒店	大堂 很漂亮 ， 预定 的 高级 间 ， 中午 到 酒店 直接
HUM_cat-hotel_pol-POS_tokenise, 834	， 预定 的 高级 间 ， 中午 到	酒店	直接 入住 ， 房间 干净 整洁 ， 床 很小 一大 一小 睡
HUM_cat-hotel_pol-POS_tokenise, 838	湖 景房 是 大窗 可以 看到 西湖.	酒店	服务 一般. 早餐 品种 少. 宾馆 反馈 2008 年 8
HUM_cat-hotel_pol-POS_tokenise, 839	的 下次 光临! 很 好 的 一家	酒店	哦 ， 以后 还会 去 呢 ！ 交通 方便 ， 服务 好
HUM_cat-hotel_pol-POS_tokenise, 841	~ 也 是 朋友 推荐 来 的 这家	酒店	。 本来 说 是 要 订 3 间房 ， 后来 看到 有
HUM_cat-hotel_pol-POS_tokenise, 841	了 一个 普通 的 家庭 房 。 来到	酒店	checkin 的 时候 ， 告知 要 加床 ， 前台 建议 住 豪华
HUM_cat-hotel_pol-POS_tokenise, 842	。 这 是 我 住 的 最舒服 的	酒店	了 ， 享受 了 比较 奢侈 的 从 酒店 走 到 国贸
HUM_cat-hotel_pol-POS_tokenise, 842	了 ， 享受 了 比较 奢侈 的 从	酒店	走 到 国贸 10 分钟 左右 ， 在 北京 最 奢侈 的
HUM_cat-hotel_pol-POS_tokenise, 842	了 。 相对 这个 价位 来说 ， 这家	酒店	超值 。 周围 有 2 个 公交车站 。 我 本来 定 的
HUM_cat-hotel_pol-POS_tokenise, 842	相对 于 同事 住 的 400 多 的	酒店	， 我 的 房间 更 舒服些 。 就 在 双井 的 过街天桥
HUM_cat-hotel_pol-POS_tokenise, 844	， 再 去 沈阳 还 住 高登 。	酒店	位置 离 虹桥机场 很近. 硬件 也好. 自租餐 服务 尚待 提高
HUM_cat-hotel_pol-POS_tokenise, 847	服务 还好. 性价比 还 不错 的 一家	酒店	, 下次 还会 再 去 住 的. 定 了 两个 标准
HUM_cat-hotel_pol-POS_tokenise, 850	， 两个 字 形容 “ 梦幻 ” 。	酒店	的 总台 和 礼宾 服务周到 热情 ， 真不愧是 国际 管理 集团 旗下
HUM_cat-hotel_pol-POS_tokenise, 850	热情 ， 真不愧是 国际 管理 集团 旗下 的	酒店	。 无论 在 哪 方面 的 服务 真的 很 周到 细心 ，
HUM_cat-hotel_pol-POS_tokenise, 852	济源 ， 能够 有 性价比 这么 高 的	酒店	， 有点 意外 了 。 房间 洗手间 还 有点 4 星级 的
HUM_cat-hotel_pol-POS_tokenise, 853	但是 令 我 非常 愤怒 的 是 ，	酒店	居然 不 允许 我 从 带 外卖 回 房间 吃 ， 真是太
HUM_cat-hotel_pol-POS_tokenise, 853	下 ， 居然 还有 人 拿 着 什么	酒店	的 管理 规定 给 我 看 ， 难道 酒店 的 规定 不让
HUM_cat-hotel_pol-POS_tokenise, 853	的 管理 规定 给 我 看 ， 难道	酒店	的 规定 不让 吃饭 ？ 他们 让 我 要么 出去 外面 吃饭
HUM_cat-hotel_pol-POS_tokenise, 853	吃饭 ， 在 房间 吃 ， 只能 在	酒店	点 ， 这样 的 霸王 条款 ， 我 怎么 能 接受 ，
HUM_cat-hotel_pol-POS_tokenise, 853	， 我 想 我 还是 蛮 喜欢 这个	酒店	。 但是 确实 因为 这个 ， 太令 我 失望 了 ！ 大堂
HUM_cat-hotel_pol-POS_tokenise, 854	大同 这样 的 城市 算 性价比 不错 的	酒店	了 ， 下次 还会 入住 ， 送 的 瓶装水 ， 有 一瓶
HUM_cat-hotel_pol-POS_tokenise, 855	， 所以 服务员 只换 了 一瓶 水 。	酒店	就 在 海月 广场 ， 且 酒店 大门口 就是 椰梦 长廊 ，
HUM_cat-hotel_pol-POS_tokenise, 855	。 酒店 就 在 海月 广场 ， 且	酒店	大门口 就是 椰梦 长廊 ， 风景秀丽 ， 并 随时 可以 下海 游泳
HUM_cat-hotel_pol-POS_tokenise, 855	下海 游泳 ， 交通 非常 便利 ， 整个	酒店	的 环境 也 很 不错 ， 是 度假 的 好 酒店 ，
HUM_cat-hotel_pol-POS_tokenise, 855	也 很 不错 ， 是 度假 的 好	酒店	， 二楼 还有 小 泳池 ， 晚上 坐在 泳池 边 的 椅子
HUM_cat-hotel_pol-POS_tokenise, 857	。 不能 说 没有 一点点 问题 ， 但	酒店	所有 员工 都 在 用 一种 非常 的 热情 给 每 一个
HUM_cat-hotel_pol-POS_tokenise, 857	我 愿意 把 最高 的 评价 给 这个	酒店	。 房间 和 设施 都 符合 四星 标准 ， 不足 方面 有
HUM_cat-hotel_pol-POS_tokenise, 858	噪音 极大 ， 像 拖拉机 3 ， 该	酒店	4 楼 的 KTV 生意 火爆 ， 晚上 2 点 还有 超级
HUM_cat-hotel_pol-POS_tokenise, 861	吃 得 好 饱 了:) 该	酒店	性价比 较 高 ， 还 能 免费 上网 打电话 ， 虽然 我们
HUM_cat-hotel_pol-POS_tokenise, 862	， 但是 还是 值得 向 大家 推荐 。	酒店	的 位置 很 不错 ， 豪华 大床 间 物超所值 ， 竟然 有
HUM_cat-hotel_pol-POS_tokenise, 862	， 简直 是 一间 小 套房 。 但是	酒店	的 服务 不太 到位 ， 早上 的 早餐 点 很 久 都
HUM_cat-hotel_pol-POS_tokenise, 863	的 网友 们 都 说 到 了 ，	酒店	的 周边环境 一般 ， 当然 和 风景区 不能 比 ， 也 不能
HUM_cat-hotel_pol-POS_tokenise, 863	非 繁华 地段 大抵 如此 。 好 在	酒店	弯 在 里面 ， 所以 基本上 没什么 影响 。 酒店 边上 有
HUM_cat-hotel_pol-POS_tokenise, 863	在 里面 ， 所以 基本上 没什么 影响 。	酒店	边上 有 可 的 便利 ， 稍远 一点 有乐购 ， 交通 也
HUM_cat-hotel_pol-POS_tokenise, 863	而且 干净 ， 卫生间 也 很 干净 。	酒店	的 服务态度 非常 好 ， check - in 和 check - out
HUM_cat-hotel_pol-POS_tokenise, 863	地道 。 是 一家 性价比 很 高 的	酒店	。 万豪 的 酒店 硬件 设施 应该 是 相当 不错 的,
HUM_cat-hotel_pol-POS_tokenise, 864	性价比 很 高 的 酒店 。 万豪 的	酒店	硬件 设施 应该 是 相当 不错 的, 只是 因为 春节 入住
HUM_cat-hotel_pol-POS_tokenise, 868	, 下次 去 还 会 考虑 住 这里	酒店	的 服务 不错, 给 人 亲切感. 很 适合 一家人 度假
HUM_cat-hotel_pol-POS_tokenise, 868	的 人 记得 一定 要 带上 它,	酒店	前 的 大 草坪 可是 免费 的 哦! 坐在 沙发 上
HUM_cat-hotel_pol-POS_tokenise, 869	那 就 更好. 属于 别墅 型 的	酒店	， 这点 倒 是 非常 特别 ， 只是 可惜 门口 那条 道
HUM_cat-hotel_pol-POS_tokenise, 869	很 平价 ， 性价比 很 高 的 一个	酒店	了 ~ ~ 如果 要 品尝 三亚 的 海鲜 ， 住 金凤凰
HUM_cat-hotel_pol-POS_tokenise, 870	， 住 金凤凰 是 不错 的 选择 。	酒店	离 春园 海鲜 广场 步行 20 分钟 ， 打车 10 块钱 ，
HUM_cat-hotel_pol-POS_tokenise, 870	一定 要 去 的 。 另外 ， 在	酒店	的 对面 有 一家 模仿 春园 的 叫做 “ 春远 海鲜 ”
HUM_cat-hotel_pol-POS_tokenise, 873	各种 原因 而 颇为 有些 扫兴 ， 希望	酒店	能 考虑 改进 。 1 ） 可能 是 季节 价格 的 原因
HUM_cat-hotel_pol-POS_tokenise, 873	。 如果 是 这个 价格 住 这样 的	酒店	就 稍感 不 值得 。 2 ） 最后 一天 房间 的 空调
HUM_cat-hotel_pol-POS_tokenise, 873	了 。 只是 稍稍 失去 自己 长期以来 对	酒店	的 好感 ， 很 是 可惜 。 宾馆 反馈 2008 年 4
HUM_cat-hotel_pol-POS_tokenise, 874	更 出色 的 服务 来 回报 您 。	酒店	旁边 的 那条 湖滨 中路 景色 特别 的 美 ， 出差 一般
HUM_cat-hotel_pol-POS_tokenise, 874	， 出差 一般 选择 这里 住 ， 如果	酒店	能 考虑 再次 装修 会 更好 。 6 月 8 日 遗忘
HUM_cat-hotel_pol-POS_tokenise, 875	！ 此次 白云山 庄 的 中餐厅 美食 、	酒店	的 管理 服务 给 我们 留下 了 很 好 的 印象 ，
